# curie_map:
#   AAO: http://purl.obolibrary.org/obo/AAO_
#   AEO: http://purl.obolibrary.org/obo/AEO_
#   BAMS: http://w3id.org/sssom/unknown_prefix/bams/
#   BIRNLEX: http://w3id.org/sssom/unknown_prefix/birnlex/
#   BM: http://w3id.org/sssom/unknown_prefix/bm/
#   BTO: http://purl.obolibrary.org/obo/BTO_
#   CALOHA: http://w3id.org/sssom/unknown_prefix/caloha/
#   CARO: http://purl.obolibrary.org/obo/CARO_
#   CL: http://purl.obolibrary.org/obo/CL_
#   DHBA: https://biopragmatics.github.io/providers/dhba/
#   EFO: http://www.ebi.ac.uk/efo/EFO_
#   EHDAA: http://purl.obolibrary.org/obo/EHDAA_
#   EHDAA2: http://purl.obolibrary.org/obo/EHDAA2_
#   EMAPA: http://purl.obolibrary.org/obo/EMAPA_
#   ENVO: http://purl.obolibrary.org/obo/ENVO_
#   EV: http://purl.obolibrary.org/obo/EV_
#   FAO: http://purl.obolibrary.org/obo/FAO_
#   FBbt: http://purl.obolibrary.org/obo/FBbt_
#   FMA: http://purl.obolibrary.org/obo/FMA_
#   GAID: http://w3id.org/sssom/unknown_prefix/gaid/
#   GC_ID: http://w3id.org/sssom/unknown_prefix/gc_id/
#   GO: http://purl.obolibrary.org/obo/GO_
#   GOC: http://w3id.org/sssom/unknown_prefix/goc/
#   HAO: http://purl.obolibrary.org/obo/HAO_
#   HBA: https://biopragmatics.github.io/providers/hba/
#   HsapDv: http://purl.obolibrary.org/obo/HsapDv_
#   ILX: http://w3id.org/sssom/unknown_prefix/ilx/
#   MA: http://purl.obolibrary.org/obo/MA_
#   MAT: http://purl.obolibrary.org/obo/MAT_
#   MBA: https://biopragmatics.github.io/providers/mba/
#   MESH: http://id.nlm.nih.gov/mesh/
#   MIAA: http://w3id.org/sssom/unknown_prefix/miaa/
#   MmusDv: http://purl.obolibrary.org/obo/MmusDv_
#   NCBITaxon: http://purl.obolibrary.org/obo/NCBITaxon_
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   OGES: http://w3id.org/sssom/unknown_prefix/oges/
#   PBA: https://biopragmatics.github.io/providers/pba/
#   PMID: http://rdf.ncbi.nlm.nih.gov/pubchem/reference/
#   PR: http://purl.obolibrary.org/obo/PR_
#   RETIRED_EHDAA2: http://w3id.org/sssom/unknown_prefix/retired_ehdaa2/
#   RO: http://purl.obolibrary.org/obo/RO_
#   Reactome: http://w3id.org/sssom/unknown_prefix/reactome/
#   SCTID: http://snomed.info/id/
#   SPD: http://purl.obolibrary.org/obo/SPD_
#   TAO: http://purl.obolibrary.org/obo/TAO_
#   UBERON: http://purl.obolibrary.org/obo/UBERON_
#   UMLS: http://linkedlifedata.com/resource/umls/id/
#   VHOG: http://purl.obolibrary.org/obo/VHOG_
#   WBbt: http://purl.obolibrary.org/obo/WBbt_
#   WBls: http://purl.obolibrary.org/obo/WBls_
#   Wikipedia: http://w3id.org/sssom/unknown_prefix/wikipedia/
#   XAO: http://purl.obolibrary.org/obo/XAO_
#   ZFA: http://purl.obolibrary.org/obo/ZFA_
#   ZFS: http://purl.obolibrary.org/obo/ZFS_
#   galen: http://www.co-ode.org/ontologies/galen#
#   http: http://w3id.org/sssom/unknown_prefix/http/
#   https: http://w3id.org/sssom/unknown_prefix/https/
#   neuronames: http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: temp
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source	mapping_cardinality	comment
UBERON:0003824	nerve of thoracic segment	oio:hasDbXref	MESH:D013900	Thoracic Nerves	semapv:UnspecifiedMatching	UBERON	MESH	1:n	cardinality is 1:n
UBERON:0003842	neural tube lumen	oio:hasDbXref	EHDAA:2889		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0003842	neural tube lumen	oio:hasDbXref	EHDAA:914		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0003849	mesencephalic neural crest	oio:hasDbXref	EFO:0003591	obsolete_neural crest midbrain	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0003850	telencephalon neural crest	oio:hasDbXref	EFO:0003574	obsolete_neural crest telencephalon	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0003851	diencephalon neural crest	oio:hasDbXref	EFO:0003573	obsolete_neural crest diencephalon	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0003853	spinal cord neural crest	oio:hasDbXref	EMAPA:16163	future spinal cord neural crest	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0003853	spinal cord neural crest	oio:hasDbXref	EMAPA:16881	tail neural crest	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0003855	gonad mesenchyme	oio:hasDbXref	EMAPA:16858	gonad primordium mesenchyme	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0003855	gonad mesenchyme	oio:hasDbXref	EMAPA:17385	gonadal mesenchyme	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0003861	neural arch	oio:hasDbXref	EFO:0003618	obsolete_neural arch	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0003861	neural arch	oio:hasDbXref	FMA:11946	Vertebral arch	semapv:UnspecifiedMatching	UBERON	FMA	1:n	cardinality is 1:n
UBERON:0003864	middle phalanx of manus	oio:hasDbXref	SCTID:113223004		semapv:UnspecifiedMatching	UBERON	SCTID	n:1	cardinality is n:1
UBERON:0003864	middle phalanx of manus	oio:hasDbXref	SCTID:371230003		semapv:UnspecifiedMatching	UBERON	SCTID	n:1	cardinality is n:1
UBERON:0003865	distal phalanx of manus	oio:hasDbXref	SCTID:182001007		semapv:UnspecifiedMatching	UBERON	SCTID	n:1	cardinality is n:1
UBERON:0003865	distal phalanx of manus	oio:hasDbXref	SCTID:361782004		semapv:UnspecifiedMatching	UBERON	SCTID	n:1	cardinality is n:1
UBERON:0003889	fallopian tube	oio:hasDbXref	EMAPA:18984	oviduct	semapv:UnspecifiedMatching	UBERON	EMAPA	n:n	cardinality is n:n
UBERON:0003889	fallopian tube	oio:hasDbXref	EMAPA:35660	paramesonephric duct of female	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0003893	capsule	oio:hasDbXref	EHDAA:4739		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0003893	capsule	oio:hasDbXref	EHDAA:9061		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0003894	liver primordium	oio:hasDbXref	EFO:0002577	liver endoderm	semapv:UnspecifiedMatching	UBERON	EFO	n:1	cardinality is n:1
UBERON:0003894	liver primordium	oio:hasDbXref	EFO:0003428	obsolete_liver primordium	semapv:UnspecifiedMatching	UBERON	EFO	n:1	object is obsolete | cardinality is n:1
UBERON:0003894	liver primordium	oio:hasDbXref	UMLS:C0734013		semapv:UnspecifiedMatching	UBERON	UMLS	n:1	cardinality is n:1
UBERON:0003894	liver primordium	oio:hasDbXref	UMLS:C1514451		semapv:UnspecifiedMatching	UBERON	UMLS	n:1	cardinality is n:1
UBERON:0003902	retinal neural layer	oio:hasDbXref	EMAPA:17171	neural retinal epithelium	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0003902	retinal neural layer	oio:hasDbXref	EMAPA:18590	neural retina	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0003921	pancreas primordium	oio:hasDbXref	EFO:0002579	pancreatic endoderm	semapv:UnspecifiedMatching	UBERON	EFO	n:1	cardinality is n:1
UBERON:0003921	pancreas primordium	oio:hasDbXref	EFO:0003434	obsolete_pancreas primordium	semapv:UnspecifiedMatching	UBERON	EFO	n:1	object is obsolete | cardinality is n:1
UBERON:0003922	pancreatic epithelial bud	oio:hasDbXref	EFO:0003470	obsolete_pancreatic bud	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0003922	pancreatic epithelial bud	oio:hasDbXref	Wikipedia:Pancreatic_bud		semapv:UnspecifiedMatching	UBERON	Wikipedia	1:n	cardinality is 1:n
UBERON:0003923	dorsal pancreatic bud	oio:hasDbXref	EFO:0003465	obsolete_posterior pancreatic bud	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0003923	dorsal pancreatic bud	oio:hasDbXref	Wikipedia:Pancreatic_bud		semapv:UnspecifiedMatching	UBERON	Wikipedia	1:n	cardinality is 1:n
UBERON:0003924	ventral pancreatic bud	oio:hasDbXref	EFO:0003464	obsolete_anterior pancreatic bud	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0003924	ventral pancreatic bud	oio:hasDbXref	Wikipedia:Pancreatic_bud		semapv:UnspecifiedMatching	UBERON	Wikipedia	1:n	cardinality is 1:n
UBERON:0003932	cartilage element of chondrocranium	oio:hasDbXref	EFO:0003690	obsolete_chondrocranium cartilage	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0003978	valve	oio:hasDbXref	EHDAA:1892		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0003978	valve	oio:hasDbXref	EHDAA:4406		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0004016	dermatome	oio:hasDbXref	EHDAA:1719		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0004016	dermatome	oio:hasDbXref	EHDAA:1725		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0004016	dermatome	oio:hasDbXref	EHDAA:1731		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0004016	dermatome	oio:hasDbXref	EHDAA:1737		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0004026	caudal ganglionic eminence	oio:hasDbXref	EFO:0001911	obsolete_caudal ganglionic eminence	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0004040	cortical intermediate zone	oio:hasDbXref	EMAPA:17545	cerebral cortex mantle layer	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004040	cortical intermediate zone	oio:hasDbXref	EMAPA:32712	cerebral cortex intermediate zone	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004060	neural tube ventricular layer	oio:hasDbXref	EMAPA:17152	neural tube ventricular layer	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004060	neural tube ventricular layer	oio:hasDbXref	EMAPA:35362	future brain ventricular layer	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004061	neural tube mantle layer	oio:hasDbXref	EMAPA:17148	neural tube mantle layer	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004061	neural tube mantle layer	oio:hasDbXref	EMAPA:35360	future brain marginal layer	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004063	spinal cord alar plate	oio:hasDbXref	EMAPA:17149	neural tube alar columns	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004063	spinal cord alar plate	oio:hasDbXref	EMAPA:17581	alar columns	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004064	neural tube basal plate	oio:hasDbXref	EFO:0001904	obsolete_basal plate	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0004086	brain ventricle	oio:hasDbXref	EFO:0001914	obsolete_brain ventricle	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0004086	brain ventricle	oio:hasDbXref	neuronames:2497		semapv:UnspecifiedMatching	UBERON	neuronames	1:n	cardinality is 1:n
UBERON:0004117	pharyngeal pouch	oio:hasDbXref	EFO:0003627	obsolete_pharyngeal pouch	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0004117	pharyngeal pouch	oio:hasDbXref	EHDAA:1086		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0004117	pharyngeal pouch	oio:hasDbXref	EHDAA:1669		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0004117	pharyngeal pouch	oio:hasDbXref	EHDAA:579		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0004117	pharyngeal pouch	oio:hasDbXref	EHDAA:617		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0004118	vasculature of iris	oio:hasDbXref	ZFA:0005568	iris blood vessels	semapv:UnspecifiedMatching	UBERON	ZFA	1:n	cardinality is 1:n
UBERON:0004122	genitourinary system	oio:hasDbXref	EFO:0003864	obsolete_genitourinary system	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0004124	myocardium trabecular layer	oio:hasDbXref	EFO:0003706	obsolete_trabecular layer	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0004141	heart tube	oio:hasDbXref	EFO:0003526	obsolete_heart tube	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0004145	outflow tract	oio:hasDbXref	EHDAA:464		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0004145	outflow tract	oio:hasDbXref	EHDAA:798		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0004148	cardiac vein	oio:hasDbXref	NCIT:C12878	Cardiac Vein	semapv:UnspecifiedMatching	UBERON	NCIT	n:1	cardinality is n:1
UBERON:0004148	cardiac vein	oio:hasDbXref	NCIT:C12882	Coronary Vein	semapv:UnspecifiedMatching	UBERON	NCIT	n:1	cardinality is n:1
UBERON:0004148	cardiac vein	oio:hasDbXref	UMLS:C0226654		semapv:UnspecifiedMatching	UBERON	UMLS	n:1	cardinality is n:1
UBERON:0004148	cardiac vein	oio:hasDbXref	UMLS:C0226737		semapv:UnspecifiedMatching	UBERON	UMLS	n:1	cardinality is n:1
UBERON:0004148	cardiac vein	oio:hasDbXref	Wikipedia:Coronary_circulation		semapv:UnspecifiedMatching	UBERON	Wikipedia	1:n	cardinality is 1:n
UBERON:0004193	loop of Henle ascending limb thin segment	oio:hasDbXref	EMAPA:28328	thin ascending limb of outer medulla	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004193	loop of Henle ascending limb thin segment	oio:hasDbXref	EMAPA:28361	thin ascending limb of inner medulla	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004200	kidney pyramid	oio:hasDbXref	NCIT:C12886	Renal Pyramid	semapv:UnspecifiedMatching	UBERON	NCIT	n:1	cardinality is n:1
UBERON:0004200	kidney pyramid	oio:hasDbXref	NCIT:C33436	Pyramid of Malpighi	semapv:UnspecifiedMatching	UBERON	NCIT	n:1	cardinality is n:1
UBERON:0004200	kidney pyramid	oio:hasDbXref	UMLS:C0227629		semapv:UnspecifiedMatching	UBERON	UMLS	n:1	cardinality is n:1
UBERON:0004200	kidney pyramid	oio:hasDbXref	UMLS:C1514613		semapv:UnspecifiedMatching	UBERON	UMLS	n:1	cardinality is n:1
UBERON:0004221	intestine smooth muscle	oio:hasDbXref	EMAPA:35441	intestine muscularis	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004221	intestine smooth muscle	oio:hasDbXref	EMAPA:35443	intestine smooth muscle	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004223	vagina smooth muscle	oio:hasDbXref	EMAPA:30997	muscle of vagina	semapv:UnspecifiedMatching	UBERON	EMAPA	1:n	cardinality is 1:n
UBERON:0004234	iris smooth muscle	oio:hasDbXref	EMAPA:35448	iris muscle	semapv:UnspecifiedMatching	UBERON	EMAPA	1:n	cardinality is 1:n
UBERON:0004245	oviduct smooth muscle	oio:hasDbXref	EMAPA:29046	muscle layer of oviduct	semapv:UnspecifiedMatching	UBERON	EMAPA	1:n	cardinality is 1:n
UBERON:0004252	hindlimb stylopod muscle	oio:hasDbXref	EMAPA:19144	upper leg muscle	semapv:UnspecifiedMatching	UBERON	EMAPA	1:n	cardinality is 1:n
UBERON:0004253	skin muscle	oio:hasDbXref	EMAPA:18187	integumental system muscle	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004253	skin muscle	oio:hasDbXref	EMAPA:35776	skin muscle	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004253	skin muscle	oio:hasDbXref	MA:0002710	skin muscle	semapv:UnspecifiedMatching	UBERON	MA	n:1	cardinality is n:1
UBERON:0004253	skin muscle	oio:hasDbXref	MA:0003139	integumental system muscle	semapv:UnspecifiedMatching	UBERON	MA	n:1	cardinality is n:1
UBERON:0004256	hindlimb zeugopod muscle	oio:hasDbXref	EMAPA:19318	lower leg muscle	semapv:UnspecifiedMatching	UBERON	EMAPA	1:n	cardinality is 1:n
UBERON:0004262	upper leg skin	oio:hasDbXref	EMAPA:18159	upper leg skin	semapv:UnspecifiedMatching	UBERON	EMAPA	1:n	cardinality is 1:n
UBERON:0004264	lower leg skin	oio:hasDbXref	EMAPA:18156	lower leg skin	semapv:UnspecifiedMatching	UBERON	EMAPA	1:n	cardinality is 1:n
UBERON:0004363	pharyngeal arch artery	oio:hasDbXref	EFO:0003695	obsolete_aortic arch	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0004363	pharyngeal arch artery	oio:hasDbXref	EHDAA:398		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0004363	pharyngeal arch artery	oio:hasDbXref	EHDAA:7327		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0004452	carpal region	oio:hasDbXref	EMAPA:19122	carpus	semapv:UnspecifiedMatching	UBERON	EMAPA	n:n	cardinality is n:n
UBERON:0004452	carpal region	oio:hasDbXref	EMAPA:32784	wrist	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004452	carpal region	oio:hasDbXref	Wikipedia:Wrist		semapv:UnspecifiedMatching	UBERON	Wikipedia	1:n	cardinality is 1:n
UBERON:0004454	tarsal region	oio:hasDbXref	EFO:0001409	obsolete_ankle	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0004454	tarsal region	oio:hasDbXref	Wikipedia:Ankle		semapv:UnspecifiedMatching	UBERON	Wikipedia	1:n	cardinality is 1:n
UBERON:0004464	musculature of thorax	oio:hasDbXref	BTO:0000508	thorax muscle	semapv:UnspecifiedMatching	UBERON	BTO	1:n	cardinality is 1:n
UBERON:0004465	musculature of neck	oio:hasDbXref	EMAPA:36050	neck muscle	semapv:UnspecifiedMatching	UBERON	EMAPA	1:n	cardinality is 1:n
UBERON:0004465	musculature of neck	oio:hasDbXref	MESH:D009334	Neck Muscles	semapv:UnspecifiedMatching	UBERON	MESH	1:n	cardinality is 1:n
UBERON:0004470	musculature of pelvic girdle	oio:hasDbXref	EMAPA:18184	pelvic girdle musculature	semapv:UnspecifiedMatching	UBERON	EMAPA	1:n	cardinality is 1:n
UBERON:0004470	musculature of pelvic girdle	oio:hasDbXref	FMA:50205	Musculature of pelvic girdle	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0004470	musculature of pelvic girdle	oio:hasDbXref	FMA:50248	Musculature of pelvis	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0004478	musculature of larynx	oio:hasDbXref	FMA:264611		semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0004478	musculature of larynx	oio:hasDbXref	FMA:46616	Set of laryngeal muscles	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0004478	musculature of larynx	oio:hasDbXref	MESH:D007821	Laryngeal Muscles	semapv:UnspecifiedMatching	UBERON	MESH	1:n	cardinality is 1:n
UBERON:0004478	musculature of larynx	oio:hasDbXref	Wikipedia:Muscles_of_larynx		semapv:UnspecifiedMatching	UBERON	Wikipedia	1:n	cardinality is 1:n
UBERON:0004479	musculature of trunk	oio:hasDbXref	EFO:0003531	obsolete_trunk musculature	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0004480	musculature of limb	oio:hasDbXref	EMAPA:32700	limb musculature	semapv:UnspecifiedMatching	UBERON	EMAPA	1:n	cardinality is 1:n
UBERON:0004493	cardiac muscle tissue of myocardium	oio:hasDbXref	EMAPA:32688	cardiac muscle tissue	semapv:UnspecifiedMatching	UBERON	EMAPA	1:n	cardinality is 1:n
UBERON:0004535	cardiovascular system	oio:hasDbXref	EFO:0000791	obsolete_cardiovascular system	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0004535	cardiovascular system	oio:hasDbXref	EHDAA2:0000216		semapv:UnspecifiedMatching	UBERON	EHDAA2	1:n	cardinality is 1:n
UBERON:0004535	cardiovascular system	oio:hasDbXref	EMAPA:16104	cardiovascular system	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004535	cardiovascular system	oio:hasDbXref	EMAPA:16370	extraembryonic vascular system	semapv:UnspecifiedMatching	UBERON	EMAPA	n:n	cardinality is n:n
UBERON:0004535	cardiovascular system	oio:hasDbXref	XAO:0000100	cardiovascular system	semapv:UnspecifiedMatching	UBERON	XAO	n:1	cardinality is n:1
UBERON:0004535	cardiovascular system	oio:hasDbXref	XAO:0001010	circulatory system	semapv:UnspecifiedMatching	UBERON	XAO	n:1	cardinality is n:1
UBERON:0004536	lymph vasculature	oio:hasDbXref	TAO:0005105		semapv:UnspecifiedMatching	UBERON	TAO	1:n	cardinality is 1:n
UBERON:0004572	arterial system	oio:hasDbXref	EHDAA2:0000143		semapv:UnspecifiedMatching	UBERON	EHDAA2	1:n	cardinality is 1:n
UBERON:0004572	arterial system	oio:hasDbXref	EMAPA:16201	arterial system	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004572	arterial system	oio:hasDbXref	EMAPA:16371	extraembryonic arterial system	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004639	renal afferent arteriole	oio:hasDbXref	EMAPA:28230	afferent arteriole of maturing renal corpuscle	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004639	renal afferent arteriole	oio:hasDbXref	EMAPA:28266	afferent arteriole of mature renal corpuscle	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004640	renal efferent arteriole	oio:hasDbXref	EMAPA:28233	efferent arteriole of maturing renal corpuscle	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004640	renal efferent arteriole	oio:hasDbXref	EMAPA:28275	efferent arteriole of mature renal corpuscle	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0004645	urinary bladder urothelium	oio:hasDbXref	NCIT:C13318	Transitional Epithelium	semapv:UnspecifiedMatching	UBERON	NCIT	1:n	cardinality is 1:n
UBERON:0004645	urinary bladder urothelium	oio:hasDbXref	UMLS:C0225339		semapv:UnspecifiedMatching	UBERON	UMLS	1:n	cardinality is 1:n
UBERON:0004670	ependyma	oio:hasDbXref	MESH:D004805	Ependyma	semapv:UnspecifiedMatching	UBERON	MESH	1:n	cardinality is 1:n
UBERON:0004674	facial nerve root	oio:hasDbXref	BAMS:7n		semapv:UnspecifiedMatching	UBERON	BAMS	n:n	cardinality is n:n
UBERON:0004674	facial nerve root	oio:hasDbXref	BAMS:7nf		semapv:UnspecifiedMatching	UBERON	BAMS	n:1	cardinality is n:1
UBERON:0004675	hypoglossal nerve root	oio:hasDbXref	BAMS:12n		semapv:UnspecifiedMatching	UBERON	BAMS	n:n	cardinality is n:n
UBERON:0004675	hypoglossal nerve root	oio:hasDbXref	BAMS:12nf		semapv:UnspecifiedMatching	UBERON	BAMS	n:1	cardinality is n:1
UBERON:0004675	hypoglossal nerve root	oio:hasDbXref	BIRNLEX:1288		semapv:UnspecifiedMatching	UBERON	BIRNLEX	n:1	cardinality is n:1
UBERON:0004675	hypoglossal nerve root	oio:hasDbXref	BIRNLEX:1588		semapv:UnspecifiedMatching	UBERON	BIRNLEX	n:1	cardinality is n:1
UBERON:0004679	dentate gyrus molecular layer	oio:hasDbXref	BAMS:Mol		semapv:UnspecifiedMatching	UBERON	BAMS	n:1	cardinality is n:1
UBERON:0004679	dentate gyrus molecular layer	oio:hasDbXref	BAMS:mo		semapv:UnspecifiedMatching	UBERON	BAMS	n:1	cardinality is n:1
UBERON:0004703	dorsal thalamus	oio:hasDbXref	BAMS:DOR		semapv:UnspecifiedMatching	UBERON	BAMS	n:1	cardinality is n:1
UBERON:0004703	dorsal thalamus	oio:hasDbXref	BAMS:Dorsal_thalamus		semapv:UnspecifiedMatching	UBERON	BAMS	n:1	cardinality is n:1
UBERON:0004706	bulbus cordis	oio:hasDbXref	EHDAA:438		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0004706	bulbus cordis	oio:hasDbXref	EHDAA:768		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0004707	pharyngula stage	oio:hasDbXref	EFO:0001310	obsolete_pharyngula stage	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0004715	annulus fibrosus disci intervertebralis	oio:hasDbXref	EMAPA:32670	annulus fibrosus	semapv:UnspecifiedMatching	UBERON	EMAPA	1:n	cardinality is 1:n
UBERON:0004716	conceptus	oio:hasDbXref	EHDAA2:0000001		semapv:UnspecifiedMatching	UBERON	EHDAA2	n:1	cardinality is n:1
UBERON:0004716	conceptus	oio:hasDbXref	EHDAA2:0003235		semapv:UnspecifiedMatching	UBERON	EHDAA2	n:1	cardinality is n:1
UBERON:0004719	kidney arcuate vein	oio:hasDbXref	FMA:272193	Arcuate renal vein	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0004719	kidney arcuate vein	oio:hasDbXref	FMA:321527	Arcuate vein of kidney	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0004725	piriform cortex	oio:hasDbXref	BAMS:PIR		semapv:UnspecifiedMatching	UBERON	BAMS	n:1	cardinality is n:1
UBERON:0004725	piriform cortex	oio:hasDbXref	BAMS:Pir		semapv:UnspecifiedMatching	UBERON	BAMS	n:1	cardinality is n:1
UBERON:0004727	cochlear nerve	oio:hasDbXref	BTO:0003490	vestibulocochlear nerve	semapv:UnspecifiedMatching	UBERON	BTO	1:n	cardinality is 1:n
